time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
1029.843,0.2442,0.9459,0.4227,356.8548,246.2451,287.8943
1029.855,0.2445,0.9454,0.4222,356.4151,245.1666,287.6748
1029.865,0.245,0.9453,0.4227,355.7203,245.385,287.7253
1029.876,0.2452,0.945,0.4233,355.7995,245.6305,287.4761
1029.887,0.2453,0.9444,0.4234,355.8305,245.7521,287.2473
1029.898,0.2452,0.9443,0.4235,355.6731,245.6167,287.223
1029.909,0.2449,0.9445,0.4231,355.7971,245.4985,287.3784
1029.921,0.2445,0.9447,0.4228,355.8533,245.362,287.5925
1029.932,0.244,0.945,0.4224,356.0714,245.063,287.8026
1029.943,0.2434,0.9453,0.4221,356.2308,244.9045,287.9887
1029.954,0.2428,0.9455,0.4218,356.4377,244.7755,288.1693
1029.965,0.2422,0.9457,0.4215,356.5883,244.5431,288.3414
1029.976,0.2417,0.9459,0.4214,356.6839,244.3463,288.4864
1029.987,0.2413,0.946,0.4214,356.6554,244.2274,288.513
1029.998,0.241,0.9459,0.4214,356.639,244.0471,288.5167
1030.009,0.2408,0.9459,0.4213,356.6726,243.8981,288.5233
1030.021,0.2407,0.9459,0.4213,356.5794,243.7334,288.589
1030.032,0.2406,0.946,0.4212,356.5961,243.6916,288.5751
1030.043,0.2405,0.9461,0.4212,356.575,243.6188,288.6106
1030.054,0.2405,0.9461,0.4212,356.6218,243.677,288.5792
1030.065,0.2405,0.9461,0.4213,356.6252,243.6735,288.571
1030.076,0.2405,0.9461,0.4212,356.6218,243.6817,288.5826
1030.087,0.2405,0.9461,0.4213,356.6517,243.661,288.5971
1030.098,0.2405,0.9461,0.4213,356.6543,243.6499,288.5922
1030.11,0.2405,0.9461,0.4214,356.677,243.6065,288.5838
1030.12,0.2404,0.9461,0.4214,356.697,243.5341,288.5655
1030.132,0.2403,0.9461,0.4215,356.6583,243.3674,288.5428
1030.143,0.2401,0.9461,0.4216,356.621,243.2064,288.521
1030.154,0.2398,0.946,0.4219,356.7202,243.1244,288.2476
1030.165,0.2397,0.9462,0.422,356.6954,242.9471,288.292
1030.176,0.2394,0.9465,0.4222,356.5265,242.5488,288.1711
1030.187,0.239,0.9467,0.4225,356.5292,242.3882,288.2045
1030.198,0.2384,0.9468,0.4231,356.5834,242.2457,288.0676
1030.209,0.2377,0.9466,0.4239,356.564,242.0387,287.5654
1030.221,0.2369,0.9464,0.4249,356.5599,241.868,287.1906
1030.232,0.2359,0.9461,0.4258,356.5754,241.5025,286.7779
1030.243,0.2349,0.9461,0.427,356.364,241.3141,286.7472
1030.254,0.234,0.9465,0.4289,356.401,241.6981,287.4975
1030.265,0.2331,0.9468,0.432,355.6497,242.2439,286.7953
1030.276,0.2324,0.9475,0.435,355.3304,243.2663,287.5713
1030.287,0.2315,0.9482,0.4384,355.2852,243.9355,288.2113
1030.298,0.2307,0.9486,0.4419,355.2006,244.7277,288.5467
1030.31,0.2297,0.9489,0.4455,355.2507,245.299,288.5912
1030.321,0.2286,0.9492,0.449,355.2698,245.5644,288.4794
1030.332,0.2274,0.9493,0.4523,355.2108,245.6012,288.2431
1030.343,0.226,0.9495,0.4556,355.0709,245.5106,287.9753
1030.354,0.2245,0.9497,0.4589,354.8881,245.52,287.7813
1030.365,0.223,0.9499,0.4623,354.6313,245.6243,287.6366
1030.376,0.2214,0.9501,0.4657,354.3738,245.7609,287.4948
1030.387,0.2196,0.9501,0.4692,354.2102,245.9194,287.3184
1030.399,0.2177,0.9499,0.4725,354.1892,246.0278,287.1808
1030.41,0.2157,0.9496,0.4756,354.3201,246.0868,287.1739
1030.421,0.2136,0.9492,0.4787,354.4679,246.0768,287.1739
1030.432,0.2115,0.9486,0.4816,354.6485,246.0406,287.1762
1030.443,0.2093,0.9478,0.4845,354.861,246.0456,287.2165
1030.454,0.2071,0.9471,0.4873,355.1027,246.054,287.3354
1030.465,0.2048,0.9462,0.4899,355.4185,246.0254,287.4789
1030.476,0.2026,0.9454,0.4925,355.6977,246.0086,287.581
1030.487,0.2005,0.9443,0.4951,355.9781,246.118,287.5108
1030.498,0.1984,0.9434,0.4975,356.2108,246.275,287.3652
1030.51,0.1964,0.9426,0.4997,356.3697,246.3723,287.2514
1030.521,0.1944,0.9419,0.5017,356.5161,246.3761,287.2261
1030.532,0.1925,0.9413,0.5034,356.6265,246.3248,287.1992
1030.543,0.1906,0.9408,0.5051,356.6996,246.2797,287.093
1030.554,0.1887,0.9403,0.5065,356.6805,246.2156,286.9523
1030.565,0.1869,0.94,0.5079,356.5914,246.143,286.8332
1030.577,0.1851,0.9396,0.5093,356.506,246.0961,286.689
1030.587,0.1833,0.9393,0.5105,356.4452,246.0646,286.5391
1030.598,0.1816,0.939,0.5116,356.4667,246.0259,286.4756
1030.61,0.18,0.9388,0.5126,356.6105,245.9872,286.4797
1030.621,0.1784,0.9386,0.5136,356.7734,245.9721,286.5123
1030.632,0.177,0.9384,0.5146,356.9218,246.0231,286.5369
1030.643,0.1758,0.9382,0.5156,357.0411,246.0652,286.5546
1030.654,0.1745,0.938,0.5167,357.126,246.0897,286.6325
