time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
1203.79,0.2285,0.9451,0.427,2.2402,253.673,278.7294
1203.802,0.2286,0.944,0.4277,1.6523,253.9111,277.4408
1203.812,0.2289,0.9432,0.4279,1.7784,253.9345,277.0084
1203.823,0.2289,0.9425,0.4281,2.1097,253.7413,276.8519
1203.834,0.2295,0.9429,0.4283,1.9499,253.7736,276.9752
1203.845,0.2299,0.9435,0.4282,1.2389,253.2446,277.5857
1203.856,0.23,0.9441,0.4279,1.1396,252.3637,278.3251
1203.867,0.2303,0.9447,0.4278,0.7254,251.7103,278.8702
1203.878,0.2307,0.9454,0.4277,0.0599,251.0907,279.4949
1203.889,0.2311,0.9459,0.4279,359.4496,250.6859,279.8126
1203.9,0.2316,0.9466,0.4279,358.7298,249.8403,280.4575
1203.911,0.2323,0.947,0.4283,357.8283,248.8797,280.9029
1203.923,0.2332,0.9473,0.4287,356.8807,248.0247,281.5605
1203.934,0.234,0.9473,0.4296,355.8404,247.321,282.1771
1203.945,0.235,0.947,0.4308,355.2547,247.4235,282.5092
1203.956,0.2358,0.9461,0.4326,354.9067,247.9254,281.7268
1203.967,0.2365,0.9449,0.4343,354.7842,248.6072,280.7589
1203.978,0.2371,0.9438,0.4357,354.7281,249.0115,280.0373
1203.989,0.2373,0.9429,0.4367,355.0278,249.1468,279.6663
1204,0.2373,0.9425,0.4368,355.6206,249.0278,279.94
1204.012,0.2372,0.9421,0.4364,356.3306,248.6657,280.4918
1204.023,0.2368,0.9417,0.4355,357.2447,248.1017,281.2442
1204.034,0.2361,0.9415,0.4338,358.3717,247.2077,282.1914
1204.045,0.2352,0.9413,0.4319,359.3633,246.1953,283.115
1204.056,0.2341,0.9414,0.4293,0.1861,244.8456,284.097
1204.067,0.233,0.9417,0.427,359.9087,243.6766,284.4655
1204.078,0.2321,0.9439,0.4258,359.7228,243.1176,286.6295
1204.089,0.2313,0.9458,0.4249,359.6619,241.8294,287.5126
1204.1,0.2311,0.9473,0.4241,359.2608,241.7961,288.2895
1204.112,0.2306,0.9477,0.4227,358.9567,241.9568,288.464
1204.123,0.2297,0.9483,0.4212,359.6299,241.5182,288.8513
1204.134,0.2291,0.9491,0.4203,0.9785,241.0423,290.088
1204.145,0.2289,0.9499,0.4203,0.9354,241.1241,290.0784
1204.156,0.2286,0.9498,0.4208,0.8796,241.4376,289.5303
1204.167,0.2282,0.9497,0.4203,1.1737,241.1996,289.7206
1204.178,0.2275,0.9499,0.4201,1.2819,240.624,289.7055
1204.189,0.2271,0.9501,0.4198,1.225,240.362,289.8484
1204.2,0.2266,0.9504,0.4194,1.4,240.1483,289.8936
1204.212,0.2264,0.9506,0.4192,1.428,240.0686,289.9568
1204.223,0.2264,0.9509,0.419,1.4135,240.1012,290.0517
1204.234,0.2264,0.9512,0.4187,1.5059,240.1702,290.1751
1204.245,0.2266,0.9514,0.4185,1.554,240.2383,290.2929
1204.256,0.227,0.9517,0.4184,1.5416,240.4738,290.3778
1204.267,0.2274,0.9517,0.4184,1.5538,240.7485,290.4107
1204.278,0.2278,0.9517,0.4185,1.5253,240.9433,290.3901
1204.289,0.2283,0.9516,0.4186,1.4538,241.2054,290.3599
1204.3,0.2287,0.9514,0.4188,1.3805,241.5636,290.2508
1204.312,0.2292,0.9512,0.419,1.2572,241.7995,290.1626
1204.323,0.2295,0.9511,0.4191,1.1863,242.0353,290.1567
1204.334,0.2299,0.9511,0.4192,1.0809,242.3493,290.1688
1204.345,0.2304,0.951,0.4194,0.9767,242.6487,290.1388
1204.356,0.2309,0.9508,0.4196,0.8415,242.9859,290.0508
1204.367,0.2314,0.9505,0.42,0.7144,243.3743,289.8848
1204.378,0.232,0.9502,0.4202,0.5417,243.7072,289.7524
1204.39,0.2325,0.9499,0.4204,0.3356,243.9836,289.6506
1204.401,0.2331,0.9498,0.4206,0.1459,244.2735,289.5912
1204.411,0.2335,0.9496,0.4208,0.0029,244.5272,289.4984
1204.423,0.2339,0.9493,0.4211,359.8489,244.823,289.383
1204.434,0.2341,0.949,0.4214,359.8108,245.1812,289.2033
1204.445,0.2344,0.9488,0.4216,359.6958,245.3947,289.1028
