directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,targetAngle,type,cursor_rotation,target_vertPos,plane_setting,exp_version,home_x,home_y,home_z,trackerholderobject_movement_filename,selected
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,321,21,4,729.051,729.6622,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T321.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,322,21,5,730.4291,731.1511,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T322.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,323,21,6,731.8624,732.6401,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T323.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,324,21,7,733.329,733.9222,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T324.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,325,21,8,734.5067,735.1512,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T325.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,326,21,9,735.7621,736.3844,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T326.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,327,21,10,736.9623,737.7068,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T327.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,328,21,11,738.3622,739.3843,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T328.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,329,21,12,740.1437,740.7664,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T329.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,330,21,13,741.4064,742.0287,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T330.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,331,21,14,742.5844,743.2064,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T331.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,332,21,15,743.8066,744.3292,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T332.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,333,21,16,744.9284,746.0402,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T333.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,334,21,17,746.6509,747.2624,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T334.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,335,21,18,747.8289,748.3289,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T335.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,336,21,19,749.0289,749.5067,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T336.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,337,21,20,750.129,750.7402,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T337.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,338,21,21,751.3291,751.9068,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T338.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,339,21,22,752.5068,753.0289,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T339.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,340,21,23,753.6065,754.207,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T340.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,341,21,24,755.4068,756.1068,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T341.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,342,21,25,756.6625,757.2625,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T342.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,343,21,26,757.829,758.4065,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T343.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,344,21,27,758.9513,759.5068,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T344.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,345,21,28,760.1291,760.6847,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T345.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,346,21,29,761.2402,761.8069,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T346.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,347,21,30,762.4291,763.0403,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T347.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,348,21,31,763.6627,764.2292,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T348.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,349,21,32,765.585,766.2292,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T349.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,350,21,33,767.2109,767.929,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T350.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,351,21,34,768.5291,769.2625,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T351.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,352,21,35,769.8848,770.4846,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T352.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,353,21,36,771.0296,771.7068,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T353.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,354,21,37,772.2842,772.9066,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T354.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,355,21,38,773.5067,774.2292,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T355.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,356,21,39,774.8406,775.3846,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T356.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,357,21,40,776.0847,776.9073,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T357.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,358,22,1,777.585,778.1406,120,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T358.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,359,22,2,779.4073,780.0408,80,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T359.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,360,22,3,780.8406,781.4294,100,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T360.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,361,22,4,782.3002,782.8076,40,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T361.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,362,22,5,783.7852,784.3628,60,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T362.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,363,22,6,785.0073,785.5851,140,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T363.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,364,22,7,786.2852,786.9076,40,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T364.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,365,22,8,788.0851,788.7407,80,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T365.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,366,22,9,789.2853,789.8627,60,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T366.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,367,22,10,791.1072,791.7893,100,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T367.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,368,22,11,792.463,793.0345,120,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T368.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,369,22,12,794.8297,795.5408,140,nocursor,0,0,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T369.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,370,23,1,797.9634,799.0409,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T370.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,371,23,2,799.9296,801.041,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T371.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,372,23,3,802.0404,802.7072,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T372.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,373,23,4,803.3849,804.0634,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T373.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,374,23,5,804.985,805.7297,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T374.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,375,23,6,806.2411,807.0851,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T375.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,376,23,7,807.663,808.4074,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T376.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,377,23,8,809.0298,809.6852,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T377.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,378,23,9,810.2629,810.9231,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T378.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,379,23,10,811.563,812.3079,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T379.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,380,23,11,812.8298,813.4637,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T380.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,381,23,12,814.035,814.763,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T381.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,382,23,13,815.363,816.0076,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T382.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,383,23,14,816.6076,817.2631,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T383.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,384,24,1,817.8409,818.2852,140,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T384.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,385,24,2,819.9075,820.5076,120,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T385.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,386,24,3,822.1231,822.8409,60,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T386.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,387,24,4,823.7299,824.4299,100,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T387.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,388,24,5,825.5854,826.2634,80,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T388.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,389,24,6,827.1635,827.7632,40,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T389.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,390,24,7,828.9412,829.6078,80,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T390.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,391,24,8,830.3855,830.93,40,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T391.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,392,24,9,832.2338,832.8852,100,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T392.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,393,24,10,833.6075,834.33,140,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T393.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,394,24,11,836.3301,837.0853,120,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T394.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,395,24,12,838.3409,838.9855,60,nocursor,0,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T395.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,396,25,1,840.1079,841.1302,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T396.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,397,25,2,841.8301,842.5413,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T397.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,398,25,3,843.1411,843.7635,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T398.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,399,25,4,844.3079,844.9636,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T399.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,400,25,5,845.5079,846.1859,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T400.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,401,25,6,847.5301,848.2856,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T401.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,402,25,7,848.8079,849.4412,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T402.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,403,25,8,850.0856,850.7079,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T403.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,404,25,9,851.2635,853.886,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T404.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,405,25,10,854.9859,855.8854,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T405.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,406,25,11,856.6636,857.3301,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T406.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,407,25,12,857.986,858.6303,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T407.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,408,25,13,859.1636,859.9635,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T408.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,409,25,14,860.5636,861.3236,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T409.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,410,26,1,861.9636,862.6303,120,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T410.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,411,26,2,863.5637,864.1238,60,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T411.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,412,26,3,865.2639,865.835,40,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T412.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,413,26,4,866.9085,867.5859,80,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T413.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,414,26,5,868.186,868.7988,100,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T414.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,415,26,6,869.6303,870.1749,140,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T415.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,416,26,7,871.6417,872.2305,40,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T416.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,417,26,8,873.2083,873.7862,120,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T417.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,418,26,9,876.4641,877.1755,80,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T418.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,419,26,10,878.5306,879.2306,140,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T419.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,420,26,11,880.164,880.7862,100,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T420.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,421,26,12,881.7014,882.2418,60,nocursor,0,20,none,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T421.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,422,27,1,883.0865,884.2861,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T422.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,423,27,2,885.2308,885.9305,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T423.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,424,27,3,886.6862,887.3861,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T424.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,425,27,4,888.0084,888.6085,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T425.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,426,27,5,889.1417,889.864,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T426.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,427,27,6,890.964,891.6864,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T427.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,428,27,7,892.2429,892.9639,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T428.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,429,27,8,893.5086,894.2864,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T429.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,430,27,9,894.8085,895.5309,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T430.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,431,27,10,896.1085,896.7421,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T431.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,432,27,11,897.4127,898.0862,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T432.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,433,27,12,898.7417,899.4085,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T433.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,434,27,13,900.0085,900.6863,95,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T434.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,435,27,14,901.2421,901.886,85,rotated,45,0,flat,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T435.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,436,28,1,902.5084,903.186,40,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T436.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,437,28,2,904.2641,904.8643,80,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T437.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,438,28,3,905.6087,906.1416,100,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T438.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,439,28,4,907.242,907.9086,140,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T439.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,440,28,5,909.5865,910.2643,120,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T440.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,441,28,6,911.2308,911.8309,60,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T441.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,442,28,7,912.7643,913.3085,40,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T442.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,443,28,8,914.5236,915.1863,120,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T443.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,444,28,9,916.0418,916.6867,100,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T444.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,445,28,10,917.6864,918.331,80,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T445.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,446,28,11,919.02,919.7866,140,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T446.csv,1
reachWithPlane_A/003/S001,reachWithPlane_A,3,1,447,28,12,921.8088,922.4639,60,nocursor,0,20,tilt,A,0.2499221,0.9335678,0.4266479,trackerholderobject_movement_T447.csv,1
