time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
512.6436,0.26,0.933,0.4309,352.0302,250.9992,285.7059
512.6565,0.2599,0.9326,0.4294,353.4306,250.9064,286.1829
512.6659,0.2604,0.9324,0.4297,353.3088,251.6186,285.5943
512.6768,0.2618,0.9321,0.4317,353.0475,253.6314,284.4855
512.6879,0.2629,0.9325,0.4319,352.4048,253.7833,285.0527
512.6991,0.2628,0.9325,0.4317,352.4091,253.2469,285.0955
512.7104,0.2629,0.9321,0.4318,352.6327,253.1955,285.0013
512.7213,0.2627,0.932,0.4321,352.6947,252.9808,284.7336
512.7328,0.2627,0.9323,0.4323,352.4849,253.039,285.0226
512.7437,0.2624,0.9324,0.4325,352.3429,252.9243,284.9153
512.7546,0.2617,0.9329,0.4324,352.3514,252.466,285.1751
512.766,0.2609,0.9334,0.4323,352.5156,252.071,285.547
512.7769,0.2602,0.934,0.4324,352.5921,251.6281,285.7592
512.788,0.2595,0.9349,0.4322,352.6567,251.144,286.166
512.7994,0.2586,0.9359,0.4319,352.7641,250.5596,286.6906
512.8102,0.2577,0.9367,0.4318,352.9061,250.0502,287.1308
512.8215,0.2567,0.9373,0.4316,353.0804,249.5821,287.463
512.8326,0.2553,0.9375,0.4314,353.644,249.2549,287.5392
512.8438,0.2538,0.9375,0.4312,354.121,248.8451,287.5351
512.8547,0.2524,0.9375,0.4311,354.4471,248.5215,287.4277
512.8661,0.251,0.9375,0.431,354.6725,248.0805,287.3328
512.877,0.2497,0.9375,0.431,354.6299,247.5602,287.0475
512.8883,0.2485,0.9376,0.4312,354.466,247.1308,286.8148
512.8992,0.2476,0.9377,0.4318,354.3355,246.7536,286.6013
512.9103,0.2467,0.9376,0.4329,354.2852,246.5831,286.2443
512.9215,0.2459,0.9377,0.4344,354.1881,246.954,286.1393
512.9327,0.2454,0.9377,0.4368,353.6395,247.456,285.3423
512.9437,0.2452,0.9382,0.4394,353.0847,248.3762,285.2517
512.955,0.245,0.939,0.4422,352.7594,249.3951,285.8328
512.9659,0.2445,0.9398,0.4449,353.4809,250.7581,287.2997
512.9771,0.2436,0.9398,0.4479,354.2977,251.0621,287.6864
512.988,0.2426,0.9398,0.4505,354.8697,251.1099,287.7976
512.9994,0.2414,0.9398,0.4532,355,251.0168,287.7974
513.0106,0.2403,0.9398,0.4562,354.7866,251.0742,287.5192
513.0216,0.2392,0.9399,0.4592,354.498,251.3344,287.3114
513.0327,0.2381,0.9402,0.4621,354.0884,251.6073,287.3308
513.0439,0.2368,0.9405,0.4649,353.8537,251.801,287.3494
513.055,0.2353,0.9407,0.4677,353.889,251.9891,287.3326
513.066,0.2338,0.9409,0.4705,354.0696,252.1854,287.4427
513.077,0.2322,0.941,0.4733,354.4063,252.3183,287.6776
513.0881,0.2304,0.9411,0.4761,354.709,252.4424,287.8693
513.0992,0.2287,0.9411,0.4791,354.9685,252.591,287.9001
513.1104,0.2269,0.9411,0.4821,355.0121,252.738,287.866
513.1215,0.2253,0.9413,0.485,354.852,252.9089,287.9265
513.1328,0.2237,0.9415,0.4879,354.5072,253.1281,287.9117
513.1437,0.2221,0.9417,0.4908,354.1763,253.395,287.747
513.1549,0.2204,0.9417,0.4937,353.9509,253.6387,287.5436
513.166,0.2186,0.9417,0.4964,353.9703,253.8322,287.5565
513.1771,0.2167,0.9417,0.4988,354.3305,253.9267,287.7503
513.1882,0.2146,0.9416,0.501,354.7789,253.9346,287.9837
513.1996,0.2125,0.9415,0.5032,355.1215,253.9098,288.0673
513.2104,0.2105,0.9414,0.5053,355.3262,253.883,288.0227
513.2216,0.2086,0.9414,0.5075,355.3416,253.9352,287.9171
513.2327,0.2069,0.9415,0.5095,355.2261,254.0909,287.7617
513.2438,0.2052,0.9415,0.5116,355.1185,254.2042,287.6261
513.2548,0.2036,0.9415,0.5135,355.107,254.2456,287.4957
513.266,0.2018,0.9416,0.5153,355.222,254.2281,287.5538
513.277,0.2001,0.9415,0.517,355.4337,254.1864,287.7533
513.2882,0.1985,0.9413,0.5186,355.5822,254.1919,287.7614
513.2993,0.1969,0.941,0.5201,355.5771,254.1864,287.6284
513.3104,0.1954,0.9406,0.5214,355.4494,254.1168,287.3781
513.3217,0.1939,0.9402,0.5225,355.306,254.0505,287.1424
513.3326,0.1924,0.9397,0.5235,355.2984,254.0216,286.8802
513.3437,0.1909,0.9391,0.5245,355.4957,254.0273,286.7334
513.355,0.1893,0.9385,0.5252,355.9748,254.0137,286.8354
