time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
584.867,0.2597,0.9275,0.4295,352.1761,253.2738,284.1214
584.8796,0.2597,0.9274,0.4295,352.1853,253.2708,284.0781
584.889,0.2598,0.9275,0.4296,352.2047,253.3,284.0969
584.9001,0.2598,0.9275,0.4296,352.1991,253.3012,284.1061
584.9115,0.2598,0.9275,0.4296,352.2139,253.3107,284.1009
584.9231,0.2598,0.9275,0.4296,352.2332,253.3279,284.1059
584.9335,0.2598,0.9276,0.4296,352.2404,253.3455,284.116
584.9445,0.2599,0.9276,0.4296,352.2513,253.3607,284.1309
584.9558,0.2599,0.9276,0.4296,352.2458,253.3719,284.1307
584.9668,0.2599,0.9275,0.4297,352.2447,253.3799,284.1076
584.978,0.2599,0.9274,0.4297,352.2209,253.3874,284.052
584.989,0.2599,0.9272,0.4297,352.2009,253.3916,283.9605
585.0001,0.2599,0.927,0.4297,352.1658,253.4073,283.8934
585.0114,0.2599,0.927,0.4297,352.147,253.4212,283.8514
585.0225,0.26,0.9269,0.4297,352.1271,253.4277,283.8266
585.0335,0.26,0.9269,0.4297,352.1036,253.4341,283.8133
585.0446,0.26,0.9269,0.4298,352.1017,253.4323,283.8223
585.0557,0.26,0.9269,0.4298,352.0876,253.4271,283.8282
585.067,0.26,0.927,0.4297,352.0879,253.3914,283.8723
585.0779,0.26,0.9272,0.4297,352.0771,253.345,283.9622
585.0892,0.26,0.9274,0.4297,352.0613,253.2917,284.1209
585.1001,0.2599,0.9279,0.4297,352.0313,253.2236,284.3561
585.1113,0.26,0.9284,0.4297,352.042,253.1516,284.645
585.1223,0.26,0.9291,0.4298,352.0029,253.0001,284.9951
585.1336,0.2599,0.9297,0.4298,351.9759,252.7475,285.3433
585.1446,0.2597,0.9304,0.4299,352.0192,252.2511,285.7184
585.1558,0.2592,0.931,0.4299,352.1499,251.6432,286.0589
585.1669,0.2585,0.9315,0.43,352.3672,250.9272,286.2384
585.178,0.2578,0.932,0.4302,352.5173,250.2239,286.3289
585.1891,0.2567,0.9324,0.4309,352.6675,249.7349,286.1838
585.2004,0.2554,0.9325,0.4318,352.7091,249.3837,285.9034
585.2113,0.254,0.9325,0.4327,352.6482,248.8799,285.4371
585.2226,0.2521,0.9323,0.4337,352.6423,248.5356,285.2443
585.2334,0.25,0.932,0.4348,352.6446,248.246,284.9737
585.2446,0.2478,0.9316,0.4364,351.6714,247.9641,283.8523
585.2556,0.2458,0.9319,0.4384,351.0697,248.3777,283.6955
585.267,0.2438,0.9322,0.4411,349.9252,248.7259,283.0902
585.278,0.2416,0.9327,0.4437,349.5314,249.8406,283.3875
585.289,0.2389,0.9329,0.4464,349.8646,250.4052,283.6557
585.3001,0.2358,0.9327,0.4487,350.2962,250.3261,283.6041
585.3113,0.2323,0.9326,0.4507,350.8716,250.353,283.7717
585.3224,0.2283,0.9325,0.4525,351.8125,250.0871,284.1427
585.3336,0.2242,0.9325,0.4542,352.5603,249.6925,284.4383
585.3448,0.2198,0.9327,0.4557,353.2145,249.1876,284.7496
585.3558,0.2154,0.9331,0.4572,353.6386,248.7493,285.1017
585.3668,0.2109,0.9335,0.4586,353.7455,248.2518,285.3319
585.3783,0.2064,0.9338,0.4601,353.8118,247.6997,285.3213
585.389,0.2017,0.9339,0.4618,353.8282,247.1047,285.0057
585.4006,0.1969,0.9339,0.4634,353.9017,246.5736,284.499
585.4114,0.1922,0.9339,0.465,354.0988,246.0628,284.0855
585.4225,0.1874,0.9341,0.4666,354.3319,245.6203,283.8554
585.4336,0.1829,0.9345,0.4683,354.5157,245.3264,283.7903
